from_user|to_user|text
JaneyMack66|campaignforleo|@IrishFPA @NWCI @campaignforkate @campaignforleo  Have any of you been offered financial incentives by the #IFPA a… https://t.co/oZmRkYdWZX
GysgtEames|POLITICSandFUN|RT @POLITICSandFUN: Worst Genocides In Modern History: Mao Zedong  34,300,000+💀Stalin                 23,000,000+💀Hitler…
GysgtEames|N/A|RT @POLITICSandFUN: Worst Genocides In Modern History: Mao Zedong  34,300,000+💀Stalin                 23,000,000+💀Hitler…
Dr_AngelaDwyer|MegaphoneAU|Please sign and share this petition for #surgical #abortion to be available in #Tasmania: https://t.co/heNlGcNexW via @MegaphoneAU
Dr_AngelaDwyer|N/A|Please sign and share this petition for #surgical #abortion to be available in #Tasmania: https://t.co/heNlGcNexW via @MegaphoneAU
Angelshellfire|goodoldcatchy|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
Angelshellfire|N/A|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
melanie_rachel_|goodoldcatchy|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
melanie_rachel_|N/A|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
Brigid_Ire|lifefrontsquare|@lifefrontsquare Abortion on Demand destroys the life of the unborn. Calling it 'icing on the cake' is grotesque an… https://t.co/5a50K4kKq9
Brigid_Ire|lifefrontsquare|@lifefrontsquare Abortion on Demand destroys the life of the unborn. Calling it 'icing on the cake' is grotesque an… https://t.co/5a50K4kKq9
Rayr63|IngrahamAngle|@IngrahamAngle Don't know what else they would expect from a pope that agrees with homosexuality, abortion and pedo… https://t.co/QEc9n0SrTU
Rayr63|IngrahamAngle|@IngrahamAngle Don't know what else they would expect from a pope that agrees with homosexuality, abortion and pedo… https://t.co/QEc9n0SrTU
testisfidelis|N/A|#TruthLet's FinditsGrave&amp;Dig it upIts Burial Occurred in the #Renaissancewhen our ancestors eliminated #Reality-… https://t.co/so6XUurz4h
MichaelO1711|MichaelO1711|RT @MichaelO1711: WELL SAID....BUT IT'S ALL ABOUT MONEY...BIG BUSINESS...😦 https://t.co/AmqjE93ubs
MichaelO1711|N/A|RT @MichaelO1711: WELL SAID....BUT IT'S ALL ABOUT MONEY...BIG BUSINESS...😦 https://t.co/AmqjE93ubs
LiveFreeOr_Die|MMwiley204|@MMwiley204 @SebGorka They believe selling fetal body parts is okay. They represent shameless evil and at some poin… https://t.co/eUxkuOFvKU
LiveFreeOr_Die|MMwiley204|@MMwiley204 @SebGorka They believe selling fetal body parts is okay. They represent shameless evil and at some poin… https://t.co/eUxkuOFvKU
LiveFreeOr_Die|SebGorka|@MMwiley204 @SebGorka They believe selling fetal body parts is okay. They represent shameless evil and at some poin… https://t.co/eUxkuOFvKU
LiReHirsch|EquityForward|RT @EquityForward: Let's tell new HHS Secretary Alex Azar that anti-abortion crusader Scott Lloyd is unfit for his position. Does Sec. Azar…
LiReHirsch|N/A|RT @EquityForward: Let's tell new HHS Secretary Alex Azar that anti-abortion crusader Scott Lloyd is unfit for his position. Does Sec. Azar…
LawlessRoisin|N/A|Melissa Ohden survived the abortion.Yes, sometimes babies survive abortions.Listen to her testomy to the US Congr… https://t.co/BCXBJ0nktV
billyc6|GeorgiaDirtRoad|RT @GeorgiaDirtRoad: Listen as this Abortion doctor describes what happens during 2nd term abortions. His speech may be the most powerful y…
billyc6|N/A|RT @GeorgiaDirtRoad: Listen as this Abortion doctor describes what happens during 2nd term abortions. His speech may be the most powerful y…
charlie_adams1|goodoldcatchy|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
charlie_adams1|N/A|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
_gabbybreaux|LonelyScribe|RT @LonelyScribe: Having trash opinions and viewpoints on issues like abortion, feminism, LGBTQ+, racism/ colourism etc etc... biggest turn…
_gabbybreaux|N/A|RT @LonelyScribe: Having trash opinions and viewpoints on issues like abortion, feminism, LGBTQ+, racism/ colourism etc etc... biggest turn…
OlgaCorbett|prolifecampaign|RT @prolifecampaign: PLS RT: Minister @SimonHarrisTD has crossed a line in the abortion debate by supporting pro-repeal groups.  Our statem…
OlgaCorbett|SimonHarrisTD|RT @prolifecampaign: PLS RT: Minister @SimonHarrisTD has crossed a line in the abortion debate by supporting pro-repeal groups.  Our statem…
OlgaCorbett|N/A|RT @prolifecampaign: PLS RT: Minister @SimonHarrisTD has crossed a line in the abortion debate by supporting pro-repeal groups.  Our statem…
lelastar77|charliekirk11|@charliekirk11 I'm assuming it is repeated because it keeps the population of competitors to the political class do… https://t.co/MuDBcKgfvs
lelastar77|charliekirk11|@charliekirk11 I'm assuming it is repeated because it keeps the population of competitors to the political class do… https://t.co/MuDBcKgfvs
SilentKnightMK7|PotatoNDisguise|@PotatoNDisguise We live in the age of foregoing responsibility with a disregard for humanity besides your own well… https://t.co/krHSk3TWKp
SilentKnightMK7|PotatoNDisguise|@PotatoNDisguise We live in the age of foregoing responsibility with a disregard for humanity besides your own well… https://t.co/krHSk3TWKp
SexAndUs|goodoldcatchy|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
SexAndUs|N/A|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
maddy_b3|goodoldcatchy|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
maddy_b3|N/A|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
coltwithat|pdabrosca|"RT @pdabrosca: ""You're better off killing it."" - Planned Parenthood https://t.co/L7X9IPxRkG"
coltwithat|N/A|"RT @pdabrosca: ""You're better off killing it."" - Planned Parenthood https://t.co/L7X9IPxRkG"
galacticnikki|goodoldcatchy|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
galacticnikki|N/A|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
SupSaruh|N/A|THINGS THAT LOWER THE RATE OF ABORTION: ✅ EDUCATION✅ CONTRACEPTIVES ⬜️ BANNING ABORTIONS
TSentenil|Savethe8thInfo|RT @Savethe8thInfo: But 1 abortion campaigner in MACROOM tried 2 stop pro-life message being shown &amp; attempted 2 VANDALISE the van. True to…
TSentenil|N/A|RT @Savethe8thInfo: But 1 abortion campaigner in MACROOM tried 2 stop pro-life message being shown &amp; attempted 2 VANDALISE the van. True to…
5alt_Light|LiveAction|"RT @LiveAction: Niece of Martin Luther King, Jr. speaks out against Planned Parenthood: ""Abortion mills or clinics are in predominantly bla…"
5alt_Light|N/A|"RT @LiveAction: Niece of Martin Luther King, Jr. speaks out against Planned Parenthood: ""Abortion mills or clinics are in predominantly bla…"
WatersSiobhan|SaphoraSmith|RT @SaphoraSmith: I work for @NBCNews I'll be in Ireland next month to report on the referendum and was hoping to speak to any women who ha…
WatersSiobhan|NBCNews|RT @SaphoraSmith: I work for @NBCNews I'll be in Ireland next month to report on the referendum and was hoping to speak to any women who ha…
WatersSiobhan|N/A|RT @SaphoraSmith: I work for @NBCNews I'll be in Ireland next month to report on the referendum and was hoping to speak to any women who ha…
peachymiriam|CleopatrasHat|RT @CleopatrasHat: @McAlisterUSA @nehales @cherelle504 @CNN Jim Crow, anti-sodomy, and criminal abortion used to be laws, too. Laws can be…
peachymiriam|McAlisterUSA|RT @CleopatrasHat: @McAlisterUSA @nehales @cherelle504 @CNN Jim Crow, anti-sodomy, and criminal abortion used to be laws, too. Laws can be…
peachymiriam|nehales|RT @CleopatrasHat: @McAlisterUSA @nehales @cherelle504 @CNN Jim Crow, anti-sodomy, and criminal abortion used to be laws, too. Laws can be…
peachymiriam|cherelle504|RT @CleopatrasHat: @McAlisterUSA @nehales @cherelle504 @CNN Jim Crow, anti-sodomy, and criminal abortion used to be laws, too. Laws can be…
peachymiriam|CNN|RT @CleopatrasHat: @McAlisterUSA @nehales @cherelle504 @CNN Jim Crow, anti-sodomy, and criminal abortion used to be laws, too. Laws can be…
peachymiriam|N/A|RT @CleopatrasHat: @McAlisterUSA @nehales @cherelle504 @CNN Jim Crow, anti-sodomy, and criminal abortion used to be laws, too. Laws can be…
OlgaCorbett|Comodo679|RT @Comodo679: @prolifecampaign @LawlessRoisin @SimonHarrisTD He got the nod from Varadker who got the nod from Tudeau. They want abortion…
OlgaCorbett|prolifecampaign|RT @Comodo679: @prolifecampaign @LawlessRoisin @SimonHarrisTD He got the nod from Varadker who got the nod from Tudeau. They want abortion…
OlgaCorbett|LawlessRoisin|RT @Comodo679: @prolifecampaign @LawlessRoisin @SimonHarrisTD He got the nod from Varadker who got the nod from Tudeau. They want abortion…
OlgaCorbett|SimonHarrisTD|RT @Comodo679: @prolifecampaign @LawlessRoisin @SimonHarrisTD He got the nod from Varadker who got the nod from Tudeau. They want abortion…
OlgaCorbett|N/A|RT @Comodo679: @prolifecampaign @LawlessRoisin @SimonHarrisTD He got the nod from Varadker who got the nod from Tudeau. They want abortion…
Glitched_OutHal|goodoldcatchy|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
Glitched_OutHal|N/A|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
PaddyBarry5|N/A|Why am I paying taxes? to allow a Government Minister to promote the culture of death? This awful man claimed to be… https://t.co/0bstJ2SZtv
Blazingcatfur|N/A|ICYMI: Catholic Bishop to Prime Minister Justin Trudeau: You Can’t Bully Us Into Supporting Abortion… https://t.co/pilMYXPSDk
heygirlkerry3|belikeaduck|RT @belikeaduck: I do. I'm a nurse. Worked Labor and Delivery for years. Abortion after five months is almost always a wanted child with a…
heygirlkerry3|N/A|RT @belikeaduck: I do. I'm a nurse. Worked Labor and Delivery for years. Abortion after five months is almost always a wanted child with a…
Wubawubafish|goodoldcatchy|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
Wubawubafish|N/A|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
FeministKyla|ReproRights|RT @ReproRights: One doctor in Chicago is working to fill in the gaps of medical training to provide abortion care for patients. https://t.…
FeministKyla|N/A|RT @ReproRights: One doctor in Chicago is working to fill in the gaps of medical training to provide abortion care for patients. https://t.…
gdog_bu|N/A|"""people who hate trump are ignoring how he benefited them personally"" here are the ways trump has benefited me per… https://t.co/dSxfLFShdp"
IsaD88|trainspeedhump|"RT @trainspeedhump: It never was an ""affair of the heart"" or a relationship between people who were ""madly in love"" - @Barnaby_Joyce is a c…"
IsaD88|Barnaby_Joyce|"RT @trainspeedhump: It never was an ""affair of the heart"" or a relationship between people who were ""madly in love"" - @Barnaby_Joyce is a c…"
IsaD88|N/A|"RT @trainspeedhump: It never was an ""affair of the heart"" or a relationship between people who were ""madly in love"" - @Barnaby_Joyce is a c…"
TrumpFanNevada|sissynsas|RT @sissynsas: Yes Margret Sanger really was at the fore front of Planned Parenthood &amp; your HERO! Margret also put the PP medical abortion…
TrumpFanNevada|N/A|RT @sissynsas: Yes Margret Sanger really was at the fore front of Planned Parenthood &amp; your HERO! Margret also put the PP medical abortion…
mbellock|nytdavidbrooks|@nytdavidbrooks JUST so we can have our way on abortion?  Big supporter of David Brooks but this is seriously wrong… https://t.co/jskHtKlHCO
mbellock|nytdavidbrooks|@nytdavidbrooks JUST so we can have our way on abortion?  Big supporter of David Brooks but this is seriously wrong… https://t.co/jskHtKlHCO
PassTeresa|goodoldcatchy|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
PassTeresa|N/A|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
Declan1497|PaddyBarry5|RT @PaddyBarry5: Why am I paying taxes? to allow a Government Minister to promote the culture of death? This awful man claimed to be pro-li…
Declan1497|N/A|RT @PaddyBarry5: Why am I paying taxes? to allow a Government Minister to promote the culture of death? This awful man claimed to be pro-li…
0kelle0|LifeSite|RT @LifeSite: PETITION: Trudeau bans funding for groups that oppose abortion. Tell him NO! https://t.co/hrYHJPgOIC
0kelle0|N/A|RT @LifeSite: PETITION: Trudeau bans funding for groups that oppose abortion. Tell him NO! https://t.co/hrYHJPgOIC
RichPrairie|Bennett_R_Smith|@Bennett_R_Smith @Dispatchbizbuzz @USRepRickNolan Too bad he chose to be a pro-abortion politician. Anyone who favo… https://t.co/7zsiFPXqeU
RichPrairie|Bennett_R_Smith|@Bennett_R_Smith @Dispatchbizbuzz @USRepRickNolan Too bad he chose to be a pro-abortion politician. Anyone who favo… https://t.co/7zsiFPXqeU
RichPrairie|Dispatchbizbuzz|@Bennett_R_Smith @Dispatchbizbuzz @USRepRickNolan Too bad he chose to be a pro-abortion politician. Anyone who favo… https://t.co/7zsiFPXqeU
RichPrairie|USRepRickNolan|@Bennett_R_Smith @Dispatchbizbuzz @USRepRickNolan Too bad he chose to be a pro-abortion politician. Anyone who favo… https://t.co/7zsiFPXqeU
nuiotwo|nuiotwo|RT @nuiotwo: Texas Lt. Gov. Dan Patrick Vows to Block Use of Senate for Wendy Davis Abortion Movie https://t.co/4Y605VSmMh
nuiotwo|N/A|RT @nuiotwo: Texas Lt. Gov. Dan Patrick Vows to Block Use of Senate for Wendy Davis Abortion Movie https://t.co/4Y605VSmMh
lisamommywags1|goodoldcatchy|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
lisamommywags1|N/A|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
ItsGodzirra|Blazingcatfur|RT @Blazingcatfur: ICYMI: Catholic Bishop to Prime Minister Justin Trudeau: You Can’t Bully Us Into Supporting Abortion https://t.co/qy1m7M…
ItsGodzirra|N/A|RT @Blazingcatfur: ICYMI: Catholic Bishop to Prime Minister Justin Trudeau: You Can’t Bully Us Into Supporting Abortion https://t.co/qy1m7M…
